Source,RideID,Date,Dist,Time,AvS,Ascent,Commute,MaxHR,AvHR,AvPwr,Temp,MaxS,Gear,loc1,loc2,Kudos,Notes,Year,Month,yearMonth,halfDec,location,administrative_area_level_1,country,state,gLoc
Strava(Veloviewer),781225,2011-06-21,19.3203,2655,7.2769,173.4,1,138,99.2,0,NA,18.656,tourer,Upper Sturt,SA,0,"21/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/781225",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),793815,2011-06-23,19.0292,2759,6.8971,113.2,1,143,106.7,0,NA,16.37,tourer,Upper Sturt,SA,0,"23/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/793815",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),793817,2011-06-23,19.9426,4774,4.1773,552.5,1,154,121.7,0,NA,15.759,tourer,Adelaide,SA,0,raindrops create disturbance when they fall through fog. https://www.strava.com/activities/793817,2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),799367,2011-06-24,18.3087,2542,7.2025,95.7,1,144,105.1,0,NA,19.812,tourer,Upper Sturt,SA,0,"24/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/799367",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),799369,2011-06-24,19.7352,4853,4.0666,589.8,1,144,108.9,0,NA,21.867,tourer,Adelaide,SA,0,"24/06/11 Adelaide, SA, Australia. https://www.strava.com/activities/799369",2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),809536,2011-06-25,59.8524,8918,6.7114,917.2,0,165,122.3,0,NA,20.158,roadie,Adelaide,SA,0,"25/06/11 Adelaide, SA, Australia. https://www.strava.com/activities/809536",2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),821191,2011-06-27,18.6647,2593,7.1981,137,1,138,105.4,0,NA,19.382,tourer,Upper Sturt,SA,0,"27/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/821191",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),821193,2011-06-27,19.359,3953,4.8973,734.6,1,168,133.6,0,NA,21.215,tourer,Adelaide,SA,0,"27/06/11 Adelaide, SA, Australia. https://www.strava.com/activities/821193",2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),833847,2011-06-29,18.879900000000003,2497,7.561,142,1,198,118,0,NA,20.554,tourer,Upper Sturt,SA,0,"29/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/833847",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),833849,2011-06-29,19.4158,4659,4.1674,580.9,1,156,116.3,0,NA,20.412,tourer,Adelaide,SA,0,"29/06/11 Adelaide, SA, Australia. https://www.strava.com/activities/833849",2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),840061,2011-06-30,18.6715,2630,7.0994,158,1,195,110.5,0,NA,20.71,tourer,Upper Sturt,SA,0,"30/06/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/840061",2011,6,Jun 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),840064,2011-06-30,19.2464,4276,4.501,599,1,156,118.3,0,NA,20.783,tourer,Adelaide,SA,0,"30/06/11 Adelaide, SA, Australia. https://www.strava.com/activities/840064",2011,6,Jun 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),859511,2011-07-01,90.4802,10693,8.4616,926.9,0,180,137.1,0,NA,16.109,roadie,Upper Sturt,SA,0,10/10. Knicks & Jersey weather in July!. https://www.strava.com/activities/859511,2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),874576,2011-07-04,18.8403,2626,7.1745,97.8,1,149,114.9,0,NA,19.606,tourer,Upper Sturt,SA,0,"04/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/874576",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),874578,2011-07-05,19.393900000000002,4466,4.3426,669.9,1,159,125.8,0,NA,19.903,tourer,Kent Town,SA,0,"05/07/11 Kent Town, SA, Australia. https://www.strava.com/activities/874578",2011,7,Jul 2011,2010,"Kent Town, SA",NA,NA,NA,NA
Strava(Veloviewer),881963,2011-07-06,18.7728,2652,7.0787,100.5,1,143,116.2,0,NA,17.963,tourer,Upper Sturt,SA,0,"06/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/881963",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),881961,2011-07-06,19.2517,4622,4.1652,611.1,1,146,119.5,0,NA,19.808,tourer,Adelaide,SA,0,"06/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/881961",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),916510,2011-07-11,4.360399999999999,760,5.7374,14,0,122,101.7,0,NA,8.496,roadie,Adelaide,SA,0,"11/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/916510",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),916504,2011-07-11,42.4208,5941,7.1403,715.9,0,181,135.2,0,NA,17.173,roadie,Upper Sturt,SA,0,"11/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/916504",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),926018,2011-07-12,19.243599999999997,2733,7.0412,86,1,148,114.1,0,NA,18.924,tourer,Upper Sturt,SA,0,"12/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/926018",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),926021,2011-07-12,21.262900000000002,4081,5.2102,552.3,1,161,130.1,0,NA,11.957,tourer,Adelaide,SA,0,"12/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/926021",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),929436,2011-07-13,19.3364,2636,7.3355,92.7,1,149,112,0,NA,19.502,tourer,Upper Sturt,SA,0,"13/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/929436",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),929439,2011-07-13,21.325599999999998,4419,4.8259,518,1,148,121.2,0,NA,11.104,tourer,Adelaide,SA,0,"13/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/929439",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),954584,2011-07-14,27.9419,3720,7.5113,396.4,1,171,125.4,0,NA,19.433,roadie,Upper Sturt,SA,0,"14/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/954584",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),960823,2011-07-18,25.168400000000002,4286,5.8722,746.3,0,181,153.5,0,NA,20.55,roadie,Kent Town,SA,0,"18/07/11 Kent Town, SA, Australia. https://www.strava.com/activities/960823",2011,7,Jul 2011,2010,"Kent Town, SA",NA,NA,NA,NA
Strava(Veloviewer),985182,2011-07-22,33.5087,5084,6.591,766.9,0,177,139.8,0,NA,21.07,roadie,Upper Sturt,SA,0,"22/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/985182",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),990794,2011-07-23,75.9182,10363,7.3259,1257.7,0,178,137.2,0,NA,22.441,roadie,Upper Sturt,SA,1,"23/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/990794",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1005347,2011-07-25,17.859,2176,8.2073,89.4,1,153,118.3,0,NA,21.17,tourer,Upper Sturt,SA,0,"25/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1005347",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1005348,2011-07-25,19.0702,4653,4.0985,632.1,1,138,110.8,0,NA,20.908,tourer,Adelaide,SA,0,"25/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/1005348",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1011086,2011-07-26,14.263,2003,7.1208,56.9,1,138,121.8,0,NA,10.761,tourer,St Marys,SA,0,"26/07/11 St Marys, SA, Australia. https://www.strava.com/activities/1011086",2011,7,Jul 2011,2010,"St Marys, SA",NA,NA,NA,NA
Strava(Veloviewer),1011089,2011-07-26,14.269200000000001,2284,6.2475,66.6,1,135,107.1,0,NA,9.379,tourer,Adelaide,SA,0,"26/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/1011089",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1017678,2011-07-27,18.9848,2620,7.2461,95.6,1,151,112.6,0,NA,18.675,tourer,Upper Sturt,SA,0,"27/07/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1017678",2011,7,Jul 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1017677,2011-07-27,19.1118,3741,5.1087,639.5,1,169,139.9,0,NA,21.338,tourer,Adelaide,SA,0,"27/07/11 Adelaide, SA, Australia. https://www.strava.com/activities/1017677",2011,7,Jul 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1038027,2011-07-30,43.897,7893,5.5615,1361,0,174,138.5,0,NA,16.955,roadie,Hobart,TAS,0,"30/07/11 Hobart, TAS, Australia. https://www.strava.com/activities/1038027",2011,7,Jul 2011,2010,"Hobart, TAS",NA,NA,NA,NA
Strava(Veloviewer),1044978,2011-07-31,53.433099999999996,7465,7.1578,928,0,163,121.3,0,NA,17.229,roadie,Hobart,TAS,0,"31/07/11 Hobart, TAS, Australia. https://www.strava.com/activities/1044978",2011,7,Jul 2011,2010,"Hobart, TAS",NA,NA,NA,NA
Strava(Veloviewer),1062205,2011-08-02,92.9639,12332,7.5384,1387,0,244,129.4,0,NA,19.015,roadie,Chain Of Lagoons,TAS,0,Saint Elephant loop with a serious northerly and Sammy. https://www.strava.com/activities/1062205,2011,8,Aug 2011,2010,"Chain Of Lagoons, TAS",NA,NA,NA,NA
Strava(Veloviewer),1072833,2011-08-03,76.28089999999999,11252,6.7793,1169.9,0,203,123.6,0,NA,17.532,roadie,Coles Bay,TAS,0,Lake Leake with Sam. Rescued by Bec. https://www.strava.com/activities/1072833,2011,8,Aug 2011,2010,"Coles Bay, TAS",NA,NA,NA,NA
Strava(Veloviewer),1187861,2011-08-05,16.3559,2601,6.2883,270.7,0,158,115.6,0,NA,15.947,roadie,Penguin,TAS,0,"05/08/11 Penguin, TAS, Australia. https://www.strava.com/activities/1187861",2011,8,Aug 2011,2010,"Penguin, TAS",NA,NA,NA,NA
Strava(Veloviewer),1187870,2011-08-06,100.261,14699,6.8209,1792.8,0,159,117.7,0,NA,19.711,roadie,Penguin,TAS,0,"06/08/11 Penguin, TAS, Australia. https://www.strava.com/activities/1187870",2011,8,Aug 2011,2010,"Penguin, TAS",NA,NA,NA,NA
Strava(Veloviewer),1187885,2011-08-08,94.44069999999999,15459,6.1091,1437.9,0,165,136.5,0,NA,18.818,roadie,Moina,TAS,0,Around Rolland in the rain. https://www.strava.com/activities/1187885,2011,8,Aug 2011,2010,"Moina, TAS",NA,NA,NA,NA
Strava(Veloviewer),1192327,2011-08-11,42.212,6203,6.8051,964.4,0,203,129.6,0,NA,20.512,roadie,Upper Sturt,SA,0,"11/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1192327",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1212730,2011-08-13,97.0453,11914,8.1455,687.4,0,182,129.6,0,NA,20.062,roadie,Upper Sturt,SA,0,flat and fast. ouch.. https://www.strava.com/activities/1212730,2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1243674,2011-08-15,21.3108,2875,7.4125,110.3,1,138,106.4,0,NA,18.768,tourer,Upper Sturt,SA,0,"15/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1243674",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1243677,2011-08-15,19.836299999999998,4851,4.0891,625.7,1,138,110.9,0,NA,20.95,tourer,Adelaide,SA,0,"15/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1243677",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1256383,2011-08-16,21.3036,2958,7.202,97.7,1,133,101.5,0,NA,18.861,tourer,Upper Sturt,SA,0,"16/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1256383",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1256384,2011-08-16,19.8767,4531,4.3868,661.4,1,144,115.4,0,NA,20.801,tourer,Adelaide,SA,0,"16/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1256384",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1291970,2011-08-19,21.36,2726,7.8357,130.8,1,148,111.1,0,NA,19.932,tourer,Upper Sturt,SA,0,"19/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1291970",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1291973,2011-08-19,19.7225,4699,4.1972,544.2,1,143,116.7,0,NA,21.043,tourer,Adelaide,SA,0,"19/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1291973",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1299817,2011-08-20,123.885,16440,7.5356,1834.7,0,182,131.4,0,NA,22.412,roadie,Upper Sturt,SA,2,Blackwood-BakersGully-PetersCreek-Ashbourne-Strath-Mylor-Stirling. https://www.strava.com/activities/1299817,2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1329545,2011-08-22,21.539900000000003,2933,7.344,131.2,1,138,108.4,0,NA,20.16,tourer,Upper Sturt,SA,0,"22/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1329545",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1329546,2011-08-22,19.8164,4504,4.3997,864.6,1,141,112.6,0,NA,19.488,tourer,Adelaide,SA,0,"22/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1329546",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1340581,2011-08-23,17.949,2282,7.8655,86.6,1,160,111.4,0,NA,19.85,tourer,Upper Sturt,SA,0,"23/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1340581",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1340582,2011-08-23,19.3481,4290,4.51,620.5,1,172,124.6,0,NA,21.347,tourer,Adelaide,SA,0,"23/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1340582",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1353416,2011-08-24,21.3443,2727,7.827,94.7,1,139,107.4,0,NA,18.791,tourer,Upper Sturt,SA,0,"24/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1353416",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1353417,2011-08-24,19.8878,4019,4.9484,541.9,1,169,130.8,0,NA,21.165,tourer,Adelaide,SA,0,"24/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1353417",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1385721,2011-08-26,5.2201,1041,5.0145,33.5,1,0,NA,0,NA,12.399,tourer,Adelaide,SA,0,"26/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1385721",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1385723,2011-08-26,22.0534,3078,7.1648,121.7,1,147,109.5,0,NA,19.461,tourer,Upper Sturt,SA,0,"26/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1385723",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1385724,2011-08-27,99.7832,13627,7.3225,1608.4,0,174,126.4,0,NA,21.647,roadie,Upper Sturt,SA,0,Blackwood-Veloway-Willunga-BakersGully-Pole. https://www.strava.com/activities/1385724,2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1442700,2011-08-29,21.4441,3049,7.0332,81.3,1,130,99.4,0,NA,20.559,tourer,Upper Sturt,SA,0,"29/08/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1442700",2011,8,Aug 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1442701,2011-08-30,21.331799999999998,4058,5.2567,106,0,150,127.3,0,NA,7.788,tourer,Mantung,SA,0,post-work mallee ramble. https://www.strava.com/activities/1442701,2011,8,Aug 2011,2010,"Mantung, SA",NA,NA,NA,NA
Strava(Veloviewer),1443543,2011-08-31,20.031599999999997,4173,4.8003,700.7,1,175,128.3,0,NA,21.946,tourer,Adelaide,SA,0,"31/08/11 Adelaide, SA, Australia. https://www.strava.com/activities/1443543",2011,8,Aug 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1456253,2011-09-01,21.459,2936,7.3089,113.3,1,145,103.7,0,NA,18.097,tourer,Upper Sturt,SA,0,"01/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1456253",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1456252,2011-09-01,19.8242,3997,4.9598,558.4,1,168,130.1,0,NA,21.989,tourer,Adelaide,SA,0,"01/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1456252",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1477559,2011-09-03,68.44810000000001,9763,7.011,1112.4,0,168,120.2,0,NA,17.735,roadie,Upper Sturt,SA,0,Blackwood-Nortons-Belair. https://www.strava.com/activities/1477559,2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1490047,2011-09-04,17.4112,3803,4.5783,434.9,0,159,123,0,NA,13.969,mtb,Upper Sturt,SA,0,good to get out on the mtb. https://www.strava.com/activities/1490047,2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1505742,2011-09-05,7.887,1632,4.8327,193.3,1,130,108.4,0,NA,8.014,tourer,Adelaide,SA,0,"05/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1505742",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1505739,2011-09-05,21.6226,3075,7.0317,113.7,1,131,94.5,0,NA,24.718,tourer,Upper Sturt,SA,0,"05/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1505739",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1520303,2011-09-06,13.0609,2589,5.0448,342.5,0,147,117.4,0,NA,18.309,mtb,Upper Sturt,SA,0,"06/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1520303",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1544922,2011-09-07,5.3427,974,5.4853,4.8,1,119,90.2,0,NA,9.018,tourer,Adelaide,SA,0,"07/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1544922",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1544924,2011-09-07,21.280099999999997,2852,7.4615,111.6,1,141,106.1,0,NA,18.168,tourer,Upper Sturt,SA,0,"07/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1544924",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1544921,2011-09-08,4.7775,891,5.362,4.3,1,113,87.6,0,NA,9,tourer,Adelaide,SA,0,"08/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1544921",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1544926,2011-09-08,19.7802,4482,4.4133,605,1,153,121.8,0,NA,21.067,tourer,Adelaide,SA,0,"08/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1544926",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1563585,2011-09-09,9.4137,1553,6.0616,49.4,1,138,111.5,0,NA,8.945,tourer,North Adelaide,SA,0,"09/09/11 North Adelaide, SA, Australia. https://www.strava.com/activities/1563585",2011,9,Sep 2011,2010,"North Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1563586,2011-09-09,21.424599999999998,2744,7.8078,98.5,1,141,112.8,0,NA,18.647,tourer,Upper Sturt,SA,0,"09/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1563586",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1563587,2011-09-10,33.8935,5153,6.5774,761,0,176,124,0,NA,23.977,roadie,Upper Sturt,SA,0,"10/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1563587",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1580857,2011-09-11,31.6437,6308,5.0164,159.2,0,142,110.6,0,NA,16.068,mtb,Punyelroo,SA,0,mallee cruise with a cold. https://www.strava.com/activities/1580857,2011,9,Sep 2011,2010,"Punyelroo, SA",NA,NA,NA,NA
Strava(Veloviewer),1608600,2011-09-13,21.382099999999998,2912,7.3428,105.1,1,190,116.5,0,NA,18.71,tourer,Upper Sturt,SA,0,"13/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1608600",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1608601,2011-09-13,21.8134,4589,4.7534,486.5,1,136,107.8,0,NA,11.976,tourer,Adelaide,SA,0,"13/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1608601",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1619779,2011-09-14,21.4072,2869,7.4616,99.8,1,153,106.6,0,NA,20.838,tourer,Upper Sturt,SA,0,"14/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1619779",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1619781,2011-09-14,21.9124,4664,4.6982,589.9,1,138,111,0,NA,12.168,tourer,Adelaide,SA,0,"14/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1619781",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1639562,2011-09-15,7.8116,1512,5.1664,182.9,1,144,115.3,0,NA,7.889,tourer,Adelaide,SA,0,"15/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1639562",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1639563,2011-09-15,21.369799999999998,2742,7.7935,85.1,1,140,107.3,0,NA,20.246,tourer,Upper Sturt,SA,0,"15/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1639563",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1690012,2011-09-18,124.077,14642,8.474,1824.7,0,197,142.2,0,NA,20.988,roadie,Lorne,VIC,1,Amy's Gran Fondo 2011. https://www.strava.com/activities/1690012,2011,9,Sep 2011,2010,"Lorne, VIC",NA,NA,NA,NA
Strava(Veloviewer),1690011,2011-09-19,105.449,13876,7.5994,1213.9,0,158,120.7,0,NA,18.042,roadie,Lorne,VIC,1,post-fondo lorne loop. https://www.strava.com/activities/1690011,2011,9,Sep 2011,2010,"Lorne, VIC",NA,NA,NA,NA
Strava(Veloviewer),1720731,2011-09-23,21.3855,2750,7.7765,103.8,1,141,114.4,0,NA,18.68,tourer,Upper Sturt,SA,0,"23/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1720731",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1720734,2011-09-23,19.2258,4561,4.2153,634.8,1,140,116.5,0,NA,21.355,tourer,Adelaide,SA,0,"23/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1720734",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1728560,2011-09-24,29.2182,6669,4.3812,748.7,0,163,124.3,0,NA,14.987,mtb,Upper Sturt,SA,0,footpath fun. https://www.strava.com/activities/1728560,2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1759705,2011-09-26,21.291900000000002,2952,7.2127,82.2,1,131,104.1,0,NA,17.635,tourer,Upper Sturt,SA,0,"26/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1759705",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1759709,2011-09-26,19.7409,4267,4.6264,594.8,1,163,127.4,0,NA,22.195,tourer,Adelaide,SA,0,"26/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1759709",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1771784,2011-09-27,21.168200000000002,2595,8.1573,76.7,1,163,116.5,0,NA,17.828,roadie,Upper Sturt,SA,0,"27/09/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1771784",2011,9,Sep 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1771787,2011-09-27,26.4069,4658,5.6691,721.6,1,177,133.9,0,NA,23.308,roadie,Adelaide,SA,0,"27/09/11 Adelaide, SA, Australia. https://www.strava.com/activities/1771787",2011,9,Sep 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1855592,2011-10-04,18.8502,2543,7.4126,94.6,1,134,103.7,0,NA,19.693,tourer,Upper Sturt,SA,0,"04/10/11 Upper Sturt, SA, Australia. https://www.strava.com/activities/1855592",2011,10,Oct 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1855596,2011-10-04,21.1986,4368,4.8532,486.3,1,147,119.4,0,NA,12.019,tourer,Adelaide,SA,0,"04/10/11 Adelaide, SA, Australia. https://www.strava.com/activities/1855596",2011,10,Oct 2011,2010,"Adelaide, SA",NA,NA,NA,NA
Strava(Veloviewer),1958583,2011-10-13,18.371,2521,7.2872,76.7,1,127,107,0,NA,19.002,tourer,Upper Sturt,SA,0,finally pedalling again. https://www.strava.com/activities/1958583,2011,10,Oct 2011,2010,"Upper Sturt, SA",NA,NA,NA,NA
Strava(Veloviewer),1958586,2011-10-13,17.8597,4581,3.8986,601,1,146,122.1,0,NA,22.146,tourer,Adelaide,SA,0,"13/10/11 Adelaide, SA, Australia. https://www.strava.com/activities/1958586",2011,10,Oct 2011,2010,"Adelaide, SA",NA,NA,NA,NA
